REF_DATE,GEO,Labour force characteristics,Sex,Age group,VALUE
2015-02,Manitoba,Unemployment rate,Males,55 years and over,4.8
2015-02,Manitoba,Unemployment rate,Females,15 years and over,5.5
2015-02,Manitoba,Unemployment rate,Females,15 to 64 years,5.6
2015-02,Manitoba,Unemployment rate,Females,15 to 24 years,11.1
2015-02,Manitoba,Unemployment rate,Females,25 years and over,4.3
2015-02,Manitoba,Unemployment rate,Females,25 to 54 years,4.6
2015-02,Manitoba,Unemployment rate,Females,55 years and over,3.4
2015-02,Manitoba,Participation rate,Both sexes,15 years and over,68.5
2015-02,Manitoba,Participation rate,Both sexes,15 to 64 years,80.4
2015-02,Manitoba,Participation rate,Both sexes,15 to 24 years,68.5
2015-02,Manitoba,Participation rate,Both sexes,25 years and over,68.4
2015-02,Manitoba,Participation rate,Both sexes,25 to 54 years,87.9
2015-02,Manitoba,Participation rate,Both sexes,55 years and over,39.8
2015-02,Manitoba,Participation rate,Males,15 years and over,73.7
2015-02,Manitoba,Participation rate,Males,15 to 64 years,84.3
2015-02,Manitoba,Participation rate,Males,15 to 24 years,69.4
2015-02,Manitoba,Participation rate,Males,25 years and over,74.5
2015-02,Manitoba,Participation rate,Males,25 to 54 years,93
2015-02,Manitoba,Participation rate,Males,55 years and over,46.3
2015-02,Manitoba,Participation rate,Females,15 years and over,63.4
2015-02,Manitoba,Participation rate,Females,15 to 64 years,76.4
2015-02,Manitoba,Participation rate,Females,15 to 24 years,67.5
2015-02,Manitoba,Participation rate,Females,25 years and over,62.6
2015-02,Manitoba,Participation rate,Females,25 to 54 years,83
2015-02,Manitoba,Participation rate,Females,55 years and over,33.8
2015-02,Saskatchewan,Full-time employment,Both sexes,15 years and over,471.8
2015-02,Saskatchewan,Full-time employment,Both sexes,15 to 64 years,454.6
2015-02,Saskatchewan,Full-time employment,Both sexes,15 to 24 years,51.9
2015-02,Saskatchewan,Full-time employment,Both sexes,25 years and over,419.9
2015-02,Saskatchewan,Full-time employment,Both sexes,25 to 54 years,327
2015-02,Saskatchewan,Full-time employment,Both sexes,55 years and over,92.9
2015-02,Saskatchewan,Full-time employment,Males,15 years and over,277.5
2015-02,Saskatchewan,Full-time employment,Males,15 to 64 years,265.4
2015-02,Saskatchewan,Full-time employment,Males,15 to 24 years,30.8
2015-02,Saskatchewan,Full-time employment,Males,25 years and over,246.7
2015-02,Saskatchewan,Full-time employment,Males,25 to 54 years,188.7
2015-02,Saskatchewan,Full-time employment,Females,15 years and over,194.4
2015-02,Saskatchewan,Full-time employment,Females,15 to 64 years,189.2
2015-02,Saskatchewan,Full-time employment,Females,15 to 24 years,21.2
2015-02,Saskatchewan,Full-time employment,Females,25 years and over,173.2
2015-02,Saskatchewan,Full-time employment,Females,25 to 54 years,138.3
2015-02,Saskatchewan,Unemployment rate,Both sexes,15 years and over,4.9
2015-02,Saskatchewan,Unemployment rate,Both sexes,15 to 64 years,5
2015-02,Saskatchewan,Unemployment rate,Both sexes,15 to 24 years,9.3
2015-02,Saskatchewan,Unemployment rate,Both sexes,25 years and over,4.1
2015-02,Saskatchewan,Unemployment rate,Both sexes,25 to 54 years,4
2015-02,Saskatchewan,Unemployment rate,Both sexes,55 years and over,4.2
2015-02,Saskatchewan,Unemployment rate,Males,15 years and over,5.3
2015-02,Saskatchewan,Unemployment rate,Males,15 to 64 years,5.5
2015-02,Saskatchewan,Unemployment rate,Males,15 to 24 years,10.4
2015-02,Saskatchewan,Unemployment rate,Males,25 years and over,4.4
2015-02,Saskatchewan,Unemployment rate,Males,25 to 54 years,4.2
2015-02,Saskatchewan,Unemployment rate,Males,55 years and over,5
2015-02,Saskatchewan,Unemployment rate,Females,15 years and over,4.3
2015-02,Saskatchewan,Unemployment rate,Females,15 to 64 years,4.4
2015-02,Saskatchewan,Unemployment rate,Females,15 to 24 years,7.8
2015-02,Saskatchewan,Unemployment rate,Females,25 years and over,3.7
2015-02,Saskatchewan,Unemployment rate,Females,25 to 54 years,3.9
2015-02,Saskatchewan,Unemployment rate,Females,55 years and over,3.1
2015-02,Saskatchewan,Participation rate,Both sexes,15 years and over,69.7
2015-02,Saskatchewan,Participation rate,Both sexes,15 to 64 years,80.7
2015-02,Saskatchewan,Participation rate,Both sexes,15 to 24 years,68.8
2015-02,Saskatchewan,Participation rate,Both sexes,25 years and over,69.9
2015-02,Saskatchewan,Participation rate,Both sexes,25 to 54 years,88.3
2015-02,Saskatchewan,Participation rate,Both sexes,55 years and over,42.4
2015-02,Saskatchewan,Participation rate,Males,15 years and over,75.6
2015-02,Saskatchewan,Participation rate,Males,15 to 64 years,85.4
2015-02,Saskatchewan,Participation rate,Males,15 to 24 years,71.3
2015-02,Saskatchewan,Participation rate,Males,25 years and over,76.5
2015-02,Saskatchewan,Participation rate,Males,25 to 54 years,93
2015-02,Saskatchewan,Participation rate,Males,55 years and over,50.2
2015-02,Saskatchewan,Participation rate,Females,15 years and over,63.8
2015-02,Saskatchewan,Participation rate,Females,15 to 64 years,75.8
2015-02,Saskatchewan,Participation rate,Females,15 to 24 years,66.2
2015-02,Saskatchewan,Participation rate,Females,25 years and over,63.4
2015-02,Saskatchewan,Participation rate,Females,25 to 54 years,83.4
2015-02,Saskatchewan,Participation rate,Females,55 years and over,35.1
2015-02,Alberta,Full-time employment,Both sexes,15 years and over,1925.3
2015-02,Alberta,Full-time employment,Both sexes,15 to 64 years,1868.8
2015-02,Alberta,Full-time employment,Both sexes,15 to 24 years,205.4
2015-02,Alberta,Full-time employment,Both sexes,25 years and over,1720
2015-02,Alberta,Full-time employment,Both sexes,25 to 54 years,1381.6
2015-02,Alberta,Full-time employment,Both sexes,55 years and over,338.4
2015-02,Alberta,Full-time employment,Males,15 years and over,1154.4
2015-02,Alberta,Full-time employment,Males,15 to 64 years,1115.3
2015-02,Alberta,Full-time employment,Males,15 to 24 years,124
2015-02,Alberta,Full-time employment,Males,25 years and over,1030.4
2015-02,Alberta,Full-time employment,Males,25 to 54 years,820.6
2015-02,Alberta,Full-time employment,Females,15 years and over,771
2015-02,Alberta,Full-time employment,Females,15 to 64 years,753.5
2015-02,Alberta,Full-time employment,Females,15 to 24 years,81.4
2015-02,Alberta,Full-time employment,Females,25 years and over,689.6
2015-02,Alberta,Full-time employment,Females,25 to 54 years,561
2015-02,Alberta,Unemployment rate,Both sexes,15 years and over,5.4
2015-02,Alberta,Unemployment rate,Both sexes,15 to 64 years,5.5
2015-02,Alberta,Unemployment rate,Both sexes,15 to 24 years,10.2
2015-02,Alberta,Unemployment rate,Both sexes,25 years and over,4.6
2015-02,Alberta,Unemployment rate,Both sexes,25 to 54 years,4.8
2015-02,Alberta,Unemployment rate,Both sexes,55 years and over,3.8
2015-02,Alberta,Unemployment rate,Males,15 years and over,5.4
2015-02,Alberta,Unemployment rate,Males,15 to 64 years,5.7
2015-02,Alberta,Unemployment rate,Males,15 to 24 years,10.3
2015-02,Alberta,Unemployment rate,Males,25 years and over,4.6
2015-02,Alberta,Unemployment rate,Males,25 to 54 years,4.6
2015-02,Alberta,Unemployment rate,Males,55 years and over,4.6
2015-02,Alberta,Unemployment rate,Females,15 years and over,5.4
2015-02,Alberta,Unemployment rate,Females,15 to 64 years,5.3
2015-02,Alberta,Unemployment rate,Females,15 to 24 years,10.1
2015-02,Alberta,Unemployment rate,Females,25 years and over,4.6
2015-02,Alberta,Unemployment rate,Females,25 to 54 years,5.1
2015-02,Alberta,Unemployment rate,Females,55 years and over,2.7
2015-02,Alberta,Participation rate,Both sexes,15 years and over,73.1
2015-02,Alberta,Participation rate,Both sexes,15 to 64 years,81.6
2015-02,Alberta,Participation rate,Both sexes,15 to 24 years,68.3
2015-02,Alberta,Participation rate,Both sexes,25 years and over,74
2015-02,Alberta,Participation rate,Both sexes,25 to 54 years,87.9
2015-02,Alberta,Participation rate,Both sexes,55 years and over,46.5
2015-02,Alberta,Participation rate,Males,15 years and over,79.4
2015-02,Alberta,Participation rate,Males,15 to 64 years,87.1
2015-02,Alberta,Participation rate,Males,15 to 24 years,71.2
2015-02,Alberta,Participation rate,Males,25 years and over,80.9
2015-02,Alberta,Participation rate,Males,25 to 54 years,93.7
2015-02,Alberta,Participation rate,Males,55 years and over,54.4
2015-02,Alberta,Participation rate,Females,15 years and over,66.6
2015-02,Alberta,Participation rate,Females,15 to 64 years,75.7
2015-02,Alberta,Participation rate,Females,15 to 24 years,65.2
2015-02,Alberta,Participation rate,Females,25 years and over,66.8
2015-02,Alberta,Participation rate,Females,25 to 54 years,81.7
2015-02,Alberta,Participation rate,Females,55 years and over,38.9
2015-02,British Columbia,Full-time employment,Both sexes,15 years and over,1807.1
2015-02,British Columbia,Full-time employment,Both sexes,15 to 64 years,1760
2015-02,British Columbia,Full-time employment,Both sexes,15 to 24 years,168.3
2015-02,British Columbia,Full-time employment,Both sexes,25 years and over,1638.8
2015-02,British Columbia,Full-time employment,Both sexes,25 to 54 years,1291.5
2015-02,British Columbia,Full-time employment,Both sexes,55 years and over,347.2
2015-02,British Columbia,Full-time employment,Males,15 years and over,1038.9
2015-02,British Columbia,Full-time employment,Males,15 to 64 years,1007.2
2015-02,British Columbia,Full-time employment,Males,15 to 24 years,94
2015-02,British Columbia,Full-time employment,Males,25 years and over,944.9
2015-02,British Columbia,Full-time employment,Males,25 to 54 years,737.4
2015-02,British Columbia,Full-time employment,Females,15 years and over,768.2
2015-02,British Columbia,Full-time employment,Females,15 to 64 years,752.7
2015-02,British Columbia,Full-time employment,Females,15 to 24 years,74.3
2015-02,British Columbia,Full-time employment,Females,25 years and over,693.9
2015-02,British Columbia,Full-time employment,Females,25 to 54 years,554.1
2015-02,British Columbia,Unemployment rate,Both sexes,15 years and over,6
2015-02,British Columbia,Unemployment rate,Both sexes,15 to 64 years,6
2015-02,British Columbia,Unemployment rate,Both sexes,15 to 24 years,11.2
2015-02,British Columbia,Unemployment rate,Both sexes,25 years and over,5.1
2015-02,British Columbia,Unemployment rate,Both sexes,25 to 54 years,4.9
2015-02,British Columbia,Unemployment rate,Both sexes,55 years and over,5.6
2015-02,British Columbia,Unemployment rate,Males,15 years and over,6.5
2015-02,British Columbia,Unemployment rate,Males,15 to 64 years,6.6
2015-02,British Columbia,Unemployment rate,Males,15 to 24 years,12.9
2015-02,British Columbia,Unemployment rate,Males,25 years and over,5.4
2015-02,British Columbia,Unemployment rate,Males,25 to 54 years,5.4
2015-02,British Columbia,Unemployment rate,Males,55 years and over,5.6
2015-02,British Columbia,Unemployment rate,Females,15 years and over,5.3
2015-02,British Columbia,Unemployment rate,Females,15 to 64 years,5.4
2015-02,British Columbia,Unemployment rate,Females,15 to 24 years,9.3
2015-02,British Columbia,Unemployment rate,Females,25 years and over,4.7
2015-02,British Columbia,Unemployment rate,Females,25 to 54 years,4.4
2015-02,British Columbia,Unemployment rate,Females,55 years and over,5.7
2015-02,British Columbia,Participation rate,Both sexes,15 years and over,62.9
2015-02,British Columbia,Participation rate,Both sexes,15 to 64 years,75.4
2015-02,British Columbia,Participation rate,Both sexes,15 to 24 years,60.7
2015-02,British Columbia,Participation rate,Both sexes,25 years and over,63.3
2015-02,British Columbia,Participation rate,Both sexes,25 to 54 years,84.7
2015-02,British Columbia,Participation rate,Both sexes,55 years and over,34.6
2015-02,British Columbia,Participation rate,Males,15 years and over,67.6
2015-02,British Columbia,Participation rate,Males,15 to 64 years,79.7
2015-02,British Columbia,Participation rate,Males,15 to 24 years,61.9
2015-02,British Columbia,Participation rate,Males,25 years and over,68.7
2015-02,British Columbia,Participation rate,Males,25 to 54 years,89.9
2015-02,British Columbia,Participation rate,Males,55 years and over,39.7
2015-02,British Columbia,Participation rate,Females,15 years and over,58.4
2015-02,British Columbia,Participation rate,Females,15 to 64 years,71.2
2015-02,British Columbia,Participation rate,Females,15 to 24 years,59.5
2015-02,British Columbia,Participation rate,Females,25 years and over,58.2
2015-02,British Columbia,Participation rate,Females,25 to 54 years,79.7
2015-02,British Columbia,Participation rate,Females,55 years and over,29.9
2015-03,Canada,Full-time employment,Both sexes,15 years and over,14479.4
2015-03,Canada,Full-time employment,Both sexes,15 to 64 years,14079.4
2015-03,Canada,Full-time employment,Both sexes,15 to 24 years,1275.9
2015-03,Canada,Full-time employment,Both sexes,25 years and over,13203.5
2015-03,Canada,Full-time employment,Both sexes,25 to 54 years,10417.5
2015-03,Canada,Full-time employment,Both sexes,55 years and over,2786
2015-03,Canada,Full-time employment,Males,15 years and over,8248
2015-03,Canada,Full-time employment,Males,15 to 64 years,7966.7
2015-03,Canada,Full-time employment,Males,15 to 24 years,747.1
2015-03,Canada,Full-time employment,Males,25 years and over,7500.9
2015-03,Canada,Full-time employment,Males,25 to 54 years,5836.3
2015-03,Canada,Full-time employment,Females,15 years and over,6231.4
2015-03,Canada,Full-time employment,Females,15 to 64 years,6112.6
2015-03,Canada,Full-time employment,Females,15 to 24 years,528.8
2015-03,Canada,Full-time employment,Females,25 years and over,5702.5
2015-03,Canada,Full-time employment,Females,25 to 54 years,4581.2
2015-03,Canada,Unemployment rate,Both sexes,15 years and over,6.8
2015-03,Canada,Unemployment rate,Both sexes,15 to 64 years,6.9
2015-03,Canada,Unemployment rate,Both sexes,15 to 24 years,12.9
2015-03,Canada,Unemployment rate,Both sexes,15 to 19 years,17.9
2015-03,Canada,Unemployment rate,Both sexes,20 to 24 years,10.1
2015-03,Canada,Unemployment rate,Both sexes,25 years and over,5.7
2015-03,Canada,Unemployment rate,Both sexes,25 to 54 years,5.8
2015-03,Canada,Unemployment rate,Both sexes,55 years and over,5.5
2015-03,Canada,Unemployment rate,Both sexes,55 to 64 years,5.8
2015-03,Canada,Unemployment rate,Males,15 years and over,7.3
2015-03,Canada,Unemployment rate,Males,15 to 64 years,7.4
2015-03,Canada,Unemployment rate,Males,15 to 24 years,14.6
2015-03,Canada,Unemployment rate,Males,15 to 19 years,20.2
2015-03,Canada,Unemployment rate,Males,20 to 24 years,11.5
2015-03,Canada,Unemployment rate,Males,25 years and over,6
2015-03,Canada,Unemployment rate,Males,25 to 54 years,6.1
2015-03,Canada,Unemployment rate,Males,55 years and over,5.8
2015-03,Canada,Unemployment rate,Males,55 to 64 years,6.3
2015-03,Canada,Unemployment rate,Females,15 years and over,6.3
2015-03,Canada,Unemployment rate,Females,15 to 64 years,6.4
2015-03,Canada,Unemployment rate,Females,15 to 24 years,11.1
2015-03,Canada,Unemployment rate,Females,15 to 19 years,15.7
2015-03,Canada,Unemployment rate,Females,20 to 24 years,8.5
2015-03,Canada,Unemployment rate,Females,25 years and over,5.4
2015-03,Canada,Unemployment rate,Females,25 to 54 years,5.5
2015-03,Canada,Unemployment rate,Females,55 years and over,5.1
2015-03,Canada,Unemployment rate,Females,55 to 64 years,5.2
2015-03,Canada,Participation rate,Both sexes,15 years and over,65.8
2015-03,Canada,Participation rate,Both sexes,15 to 64 years,77.9
2015-03,Canada,Participation rate,Both sexes,15 to 24 years,64.4
2015-03,Canada,Participation rate,Both sexes,15 to 19 years,49.9
2015-03,Canada,Participation rate,Both sexes,20 to 24 years,76.8
2015-03,Canada,Participation rate,Both sexes,25 years and over,66.1
2015-03,Canada,Participation rate,Both sexes,25 to 54 years,86.3
2015-03,Canada,Participation rate,Both sexes,55 years and over,37
